| test.distributed._composable.fsdp.test_fully_shard_compile.TestFullyShardCompileCompute | test_disable_compiling_hooks | failed | RuntimeError: Process 0 terminated or timed out after 300.0208730697632 seconds | XML |
| test.distributed._composable.fsdp.test_fully_shard_autograd.TestFullyShardAutograd | test_nontensor_activations | failed | RuntimeError: Process 0 exited with error code 10 and exception: ; RuntimeError: oneCCL: coll_param.cpp:455 validate: EXCEPTION: average operation is not supported for the scheduler path ; RuntimeError: oneCCL: coll_param.cpp:455 validate: EXCEPTION: average operation is not supported for the scheduler path | XML |
